question,answer
профиль пп 60 270.45 3.0 1224576,eydudW1fbWF0JzogJzYwODkxJywgJ25hbWVfbWF0JzogJ9C/0YDQvtGE0LjQu9GMINCz0LrQuyDQv9C/IDYwIDI3IDAuNDUgMyDQvCDRjSAxMTgnLCAndHJ1ZV9laSc6ICcnLCAndHJ1ZV92YWx1ZSc6ICcxLjAwMCcsICdzcGVjX21hdCc6ICdGYWxzZSd9
лист гк 4.0 1.5 1,eydudW1fbWF0JzogJzE3NzI3JywgJ25hbWVfbWF0JzogJ9C70LjRgdGCINCz0LogNCAxLjUg0LwgMyDQvCDRgdGCIDMg0L/RgSA1INGB0L8gNSAxNDYzNycsICd0cnVlX2VpJzogJycsICd0cnVlX3ZhbHVlJzogJzYwMDAuMDAwJywgJ3NwZWNfbWF0JzogJ0ZhbHNlJ30=
сталь 09 г 2 с,eydudW1fbWF0JzogJzU2NTMxJywgJ25hbWVfbWF0JzogJ2cg0L/Qu9Cw0L3QutCwINCw0LrQstCw0YHQuNGB0YIgMiDQvCDRgdGC0LDQu9GMIHJyIDIwJywgJ3RydWVfZWknOiAn0KjQoicsICd0cnVlX3ZhbHVlJzogJzEuMDAwJywgJ3NwZWNfbWF0JzogJ0ZhbHNlJ30=
сталь 09 г 2 с,eydudW1fbWF0JzogJzU2NTMxJywgJ25hbWVfbWF0JzogJ2cg0L/Qu9Cw0L3QutCwINCw0LrQstCw0YHQuNGB0YIgMiDQvCDRgdGC0LDQu9GMIHJyIDIwJywgJ3RydWVfZWknOiAn0KjQoicsICd0cnVlX3ZhbHVlJzogJzIuMDAwJywgJ3NwZWNfbWF0JzogJ0ZhbHNlJ30=
лист рифл 3 1.25 2.5,eydudW1fbWF0JzogJzIzMjQwJywgJ25hbWVfbWF0JzogJ9C70LjRgdGCINGA0LjRhNC7IDMgMS4yNSDQvCAyLjUg0Lwg0YfQtdGH0LXQsiDRgdGAINGB0YIgMyDQv9GBINGB0L8gODUnLCAndHJ1ZV9laSc6ICfQqNCiJywgJ3RydWVfdmFsdWUnOiAnMS4wMDAnLCAnc3BlY19tYXQnOiAnRmFsc2UnfQ==
лист s 4.0 1.5 6.0 ст 3 можно другой раскрой 18 мкв,eydudW1fbWF0JzogJzE3NzQzJywgJ25hbWVfbWF0JzogJ9C70LjRgdGCINCz0LogNCAxLjUg0LwgNiDQvCDRgdGCIDMg0L/RgSA1INGB0L8gNSAxNDYzNycsICd0cnVlX2VpJzogJ9Co0KInLCAndHJ1ZV92YWx1ZSc6ICcyLjAwMCcsICdzcGVjX21hdCc6ICdGYWxzZSd9
уголок 50 50 5 11.7 длина 6 пог 60 ст3,eydudW1fbWF0JzogJzg4ODInLCAnbmFtZV9tYXQnOiAn0LvQuNGB0YIg0L3Qu9CzIDE2IDEuOCDQvCA2LjUg0Lwg0YHRgCAwOSDQsyAyINGBIDE5MjgxJywgJ3RydWVfZWknOiAnJywgJ3RydWVfdmFsdWUnOiAnMTIuMDAwJywgJ3NwZWNfbWF0JzogJ0ZhbHNlJ30=
уголок 75 6 дл 12 не менее пог 10 ст3пссп5,eydudW1fbWF0JzogJzkwMDcnLCAnbmFtZV9tYXQnOiAn0LvQuNGB0YIg0LPQuiAxMiAxLjg0INC8IDYg0Lwg0YHRgCDRgdGCIDMg0L/RgSA1INGB0L8gNSAxNDYzNycsICd0cnVlX2VpJzogJycsICd0cnVlX3ZhbHVlJzogJzk2LjAwMCcsICdzcGVjX21hdCc6ICdGYWxzZSd9
труба 20 20 1.5 6.0 1736 х 6 6 в кол ве,eydudW1fbWF0JzogJzgwMzAnLCAnbmFtZV9tYXQnOiAn0LvQtdC90YLQsCDQvtGGIDAuOSA3NicsICd0cnVlX2VpJzogJ9CiJywgJ3RydWVfdmFsdWUnOiAnOC43NjcnLCAnc3BlY19tYXQnOiAnRmFsc2UnfQ==
труба 40 20 1.5 6.0 434 х 6 в кол ве,eydudW1fbWF0JzogJzgxMTYnLCAnbmFtZV9tYXQnOiAn0LvQuNGB0YIg0LPQuiA1IDEuNSDQvCDRhCAxINGB0YIgMjAgMTU3NycsICd0cnVlX2VpJzogJ9CiJywgJ3RydWVfdmFsdWUnOiAnMy40NzInLCAnc3BlY19tYXQnOiAnRmFsc2UnfQ==
труба 60 60 3.0 12.0 55 х 12 в колве 3.493.,eydudW1fbWF0JzogJzg1NDg3JywgJ25hbWVfbWF0JzogJ9GC0YDRg9Cx0LAg0L/RgNC+0YTQuNC70YzQvdCw0Y8gNjAgNjAgMyDQs9C+0YHRgicsICd0cnVlX2VpJzogJ9CiJywgJ3RydWVfdmFsdWUnOiAnMy40OTMnLCAnc3BlY19tYXQnOiAnRmFsc2UnfQ==
труба проф 40 20 2 700,eydudW1fbWF0JzogJzk2NjE5JywgJ25hbWVfbWF0JzogJ9GC0YDRg9Cx0LAg0L3QtdGA0LYg0L/RgNC+0YQgNDAgMjAgMicsICd0cnVlX2VpJzogJycsICd0cnVlX3ZhbHVlJzogJzcwMC4wMDAnLCAnc3BlY19tYXQnOiAnRmFsc2UnfQ==
лист 20 ст 3 1.5 6,eydudW1fbWF0JzogJzE3MTU0JywgJ25hbWVfbWF0JzogJ9C70LjRgdGCINCz0LogMjAgMiDQvCA2INC8INGB0YIgMjAgMTU3NycsICd0cnVlX2VpJzogJ9Co0KInLCAndHJ1ZV92YWx1ZSc6ICcxLjAwMCcsICdzcGVjX21hdCc6ICdGYWxzZSd9
лист гк 2 м1 пакет,eydudW1fbWF0JzogJzE2OTc3JywgJ25hbWVfbWF0JzogJ9C70LXQvdGC0LAg0YXQuiAwLjggODc2LjUgMDgg0L/RgSDRgdC/JywgJ3RydWVfZWknOiAnJywgJ3RydWVfdmFsdWUnOiAnMS4wMDAnLCAnc3BlY19tYXQnOiAnRmFsc2UnfQ==
лист оц 0.5 1 пакет,eydudW1fbWF0JzogJzEwNTk2MicsICduYW1lX21hdCc6ICfQu9C40YHRgiDQvtGGIDAuNSAxLjI1INC8IDIuNSDQvCB6biAxNDAg0YHRgtCw0L0gMTIwMCAwOCDQv9GBICcsICd0cnVlX2VpJzogJycsICd0cnVlX3ZhbHVlJzogJzEuMDAwJywgJ3NwZWNfbWF0JzogJ0ZhbHNlJ30=
труба 100 100 6,eydudW1fbWF0JzogJzc5MDgnLCAnbmFtZV9tYXQnOiAn0LvQtdC90YLQsCDQvtGGIDAuNTUgMzk2JywgJ3RydWVfZWknOiAnJywgJ3RydWVfdmFsdWUnOiAnMS4wMDAnLCAnc3BlY19tYXQnOiAnRmFsc2UnfQ==
профнастил оц с 8 0.45 1.2 2 100,eydudW1fbWF0JzogJzYxNDQyJywgJ25hbWVfbWF0JzogJ9C/0YDQvtGE0L3QsNGB0YLQuNC7INC+0YYg0YEgOCAwLjQ1IDExNTAgMTIwMCcsICd0cnVlX2VpJzogJycsICd0cnVlX3ZhbHVlJzogJzEuMDAwJywgJ3NwZWNfbWF0JzogJ0ZhbHNlJ30=
лист плоский рал 5015 толщина 0.7 90 2,eydudW1fbWF0JzogJzkyNTkxJywgJ25hbWVfbWF0JzogJ9C70LjRgdGCINC/0L7Qu9C40LzQtdGAINC60LLQvCAwLjcg0L/RjSByYWwgNTAxNScsICd0cnVlX2VpJzogJycsICd0cnVlX3ZhbHVlJzogJzEuMDAwJywgJ3NwZWNfbWF0JzogJ0ZhbHNlJ30=
лист 6 м4 тонны,eydudW1fbWF0JzogJzE4Mjc4JywgJ25hbWVfbWF0JzogJ9C70LjRgdGCINCz0LogNiAxLjUg0LwgNiDQvCDRgdGCIDMg0L/RgSA1INGB0L8gNSAxNDYzNycsICd0cnVlX2VpJzogJycsICd0cnVlX3ZhbHVlJzogJzEuMDAwJywgJ3NwZWNfbWF0JzogJ0ZhbHNlJ30=
лист 8 м4 тонны,eydudW1fbWF0JzogJzE4NDU5JywgJ25hbWVfbWF0JzogJ9C70LjRgdGCINCz0LogOCAxLjUg0LwgNiDQvCDRgdGCIDMg0L/RgSA1INGB0L8gNSAxNDYzNycsICd0cnVlX2VpJzogJycsICd0cnVlX3ZhbHVlJzogJzEuMDAwJywgJ3NwZWNfbWF0JzogJ0ZhbHNlJ30=
сталь круглая гладкая 20 м1.5 тонны,eydudW1fbWF0JzogJzk1NjY4JywgJ25hbWVfbWF0JzogJ9Cw0YDQvNCw0YLRg9GA0LAgMjAgMTEuNyDQvCDQsCA1MDAg0YEgMzQwMjggMTYnLCAndHJ1ZV9laSc6ICcnLCAndHJ1ZV92YWx1ZSc6ICcxLjAwMCcsICdzcGVjX21hdCc6ICdGYWxzZSd9
лист рифлёный 8 мпроизводство ммк 5 тонн,eydudW1fbWF0JzogJzEwNDkzNycsICduYW1lX21hdCc6ICfQu9C40YHRgiDRgNC40YTQuyA4IDEuNSDQvCA2INC8INGA0L7QvNCxINGB0YIgMyDQv9GBINGB0L8gODU2OCDRgicsICd0cnVlX2VpJzogJycsICd0cnVlX3ZhbHVlJzogJzEuMDAwJywgJ3NwZWNfbWF0JzogJ0ZhbHNlJ30=
труба 120 120 6.0,eydudW1fbWF0JzogJzc5MzMnLCAnbmFtZV9tYXQnOiAn0LvQuNGB0YIg0LPQuiA0NSAxLjUg0LwgNS4yINC8INGB0YAg0YHRgiAzINC/0YEgNSDRgdC/IDUgMTQ2MzcnLCAndHJ1ZV9laSc6ICcnLCAndHJ1ZV92YWx1ZSc6ICcxLjAwMCcsICdzcGVjX21hdCc6ICdGYWxzZSd9
труба 80 80 4.0,eydudW1fbWF0JzogJzgyMzYnLCAnbmFtZV9tYXQnOiAn0LHQsNC70LrQsCDRgdCy0LDRgNC90LDRjyDQvdC70LMgNTAg0LEgMSAwOSDQsyAyINGBJywgJ3RydWVfZWknOiAnJywgJ3RydWVfdmFsdWUnOiAnMS4wMDAnLCAnc3BlY19tYXQnOiAnRmFsc2UnfQ==
труба 80 40 4.0,eydudW1fbWF0JzogJzgyMjEnLCAnbmFtZV9tYXQnOiAn0LvQtdC90YLQsCDQs9C6IDUuMCA1MTQg0YHRgiAzINC/0YEgNSDRgdC/IDUnLCAndHJ1ZV9laSc6ICcnLCAndHJ1ZV92YWx1ZSc6ICcxLjAwMCcsICdzcGVjX21hdCc6ICdGYWxzZSd9
труба 60 40 3.0,eydudW1fbWF0JzogJzgxOTEnLCAnbmFtZV9tYXQnOiAn0LrRgNGD0LMgMTAwINC90LXQvNC10YAgNDAg0YXQvSAyINC80LAnLCAndHJ1ZV9laSc6ICcnLCAndHJ1ZV92YWx1ZSc6ICcxLjAwMCcsICdzcGVjX21hdCc6ICdGYWxzZSd9
уголок 100 100 6.0,eydudW1fbWF0JzogJzc5MDgnLCAnbmFtZV9tYXQnOiAn0LvQtdC90YLQsCDQvtGGIDAuNTUgMzk2JywgJ3RydWVfZWknOiAnJywgJ3RydWVfdmFsdWUnOiAnMS4wMDAnLCAnc3BlY19tYXQnOiAnRmFsc2UnfQ==
лист нгл 5 09 г 2 с,eydudW1fbWF0JzogJzc5MjI3JywgJ25hbWVfbWF0JzogJ9C70LjRgdGCINC90LvQsyA1IDEuNSDQvCA2INC8IDA5INCzIDIg0YEgMTUgMTkyODEnLCAndHJ1ZV9laSc6ICcnLCAndHJ1ZV92YWx1ZSc6ICcxLjAwMCcsICdzcGVjX21hdCc6ICdGYWxzZSd9
лист s 5.0 1.5 6.0,eydudW1fbWF0JzogJzE4MDk4JywgJ25hbWVfbWF0JzogJ9C70LjRgdGCINCz0LogMS43NSAxLjIwNiDQvCDRgNGD0Lsg0YHRgiAzINC/0YEgNSDRgdC/IDUg0YLRgycsICd0cnVlX2VpJzogJycsICd0cnVlX3ZhbHVlJzogJzEuMDAwJywgJ3NwZWNfbWF0JzogJ0ZhbHNlJ30=
лист нгл 6 09 г 2 с,eydudW1fbWF0JzogJzE5NTQ2JywgJ25hbWVfbWF0JzogJ9C70LjRgdGCINC90LvQsyA2IDIg0LwgNiDQvCAwOSDQsyAyINGBIDE5MjgxJywgJ3RydWVfZWknOiAn0KjQoicsICd0cnVlX3ZhbHVlJzogJzEuMDAwJywgJ3NwZWNfbWF0JzogJ0ZhbHNlJ30=
лист s 6.0 1.5 6.0,eydudW1fbWF0JzogJzIwNzMzJywgJ25hbWVfbWF0JzogJ9C70LjRgdGCINC+0YYgMS41INC90LXQutC+0L3QtCcsICd0cnVlX2VpJzogJycsICd0cnVlX3ZhbHVlJzogJzEuMDAwJywgJ3NwZWNfbWF0JzogJ0ZhbHNlJ30=
лист рифленая 4 ст 3 пс,eydudW1fbWF0JzogJzIzMjgzJywgJ25hbWVfbWF0JzogJ9C70LjRgdGCINGA0LjRhNC7IDQgMS41INC8IDYg0Lwg0YfQtdGH0LXQsiDRgdGCIDMg0L/RgSDRgdC/IDg1NjgnLCAndHJ1ZV9laSc6ICcnLCAndHJ1ZV92YWx1ZSc6ICcxLjAwMCcsICdzcGVjX21hdCc6ICdGYWxzZSd9
швеллер 8 ст 3 пог 24,eydudW1fbWF0JzogJzYxMzgnLCAnbmFtZV9tYXQnOiAn0LvQtdC90YLQsCDRhdC6IDEuNSAxODAg0L3QtdC60L7QvdC0JywgJ3RydWVfZWknOiAn0KjQoicsICd0cnVlX3ZhbHVlJzogJzEuMDAwJywgJ3NwZWNfbWF0JzogJ0ZhbHNlJ30=
швеллер 16 п ст 3 пог 24,eydudW1fbWF0JzogJzU4ODInLCAnbmFtZV9tYXQnOiAn0LvQtdC90YLQsCDQvtGGIDAuMzMgMTIzJywgJ3RydWVfZWknOiAn0KjQoicsICd0cnVlX3ZhbHVlJzogJzEuMDAwJywgJ3NwZWNfbWF0JzogJ0ZhbHNlJ30=
уголок 40 40 40 40 3 4 ст 3 пог 6,eydudW1fbWF0JzogJzEwNDAyNScsICduYW1lX21hdCc6ICfRg9Cz0L7Qu9C+0LogNDAgNDAgMyAxMiDQvCDRgdGCIDMg0L/RgSA1INGB0L8gNSA4NTA5JywgJ3RydWVfZWknOiAn0KjQoicsICd0cnVlX3ZhbHVlJzogJzEuMDAwJywgJ3NwZWNfbWF0JzogJ0ZhbHNlJ30=
лист 5 1.5 6.0,eydudW1fbWF0JzogJzEwNDkwNScsICduYW1lX21hdCc6ICfQu9C40YHRgiDQs9C6IDUgMS41INC8IDYg0Lwg0YHRgiAzINC/0YEgNSDRgdC/IDUgMTQ2Mzcg0YInLCAndHJ1ZV9laSc6ICfQqNCiJywgJ3RydWVfdmFsdWUnOiAnNC4wMDAnLCAnc3BlY19tYXQnOiAnRmFsc2UnfQ==
лист 6 1.5 6.0,eydudW1fbWF0JzogJzE4MjYwJywgJ25hbWVfbWF0JzogJ9C70LXQvdGC0LAg0L/QvtC70LjQvNC10YAgMC4zNSAyNzAg0L/RjSDQsiDQv9C7IHJhbCAzMDA1JywgJ3RydWVfZWknOiAn0KjQoicsICd0cnVlX3ZhbHVlJzogJzQuMDAwJywgJ3NwZWNfbWF0JzogJ0ZhbHNlJ30=
лист 10 1.5 6.0,eydudW1fbWF0JzogJzEwNDkxMCcsICduYW1lX21hdCc6ICfQu9C40YHRgiDQs9C6IDEwIDEuNSDQvCA2INC8INGB0YIgMyDQv9GBIDUg0YHQvyA1IDE0NjM3INGCJywgJ3RydWVfZWknOiAn0KjQoicsICd0cnVlX3ZhbHVlJzogJzIuMDAwJywgJ3NwZWNfbWF0JzogJ0ZhbHNlJ30=
лист 12 1.5 6.0,eydudW1fbWF0JzogJzEwNDkxMicsICduYW1lX21hdCc6ICfQu9C40YHRgiDQs9C6IDEyIDEuNSDQvCA2INC8INGB0YIgMyDQv9GBIDUg0YHQvyA1IDE0NjM3INGCJywgJ3RydWVfZWknOiAn0KjQoicsICd0cnVlX3ZhbHVlJzogJzIuMDAwJywgJ3NwZWNfbWF0JzogJ0ZhbHNlJ30=
лист 20 1.5 6.0,eydudW1fbWF0JzogJzE3MTA3JywgJ25hbWVfbWF0JzogJ9C70LjRgdGCINCz0LogMjAgMS41INC8INGEIDEgMjAg0LogNTUyMCcsICd0cnVlX2VpJzogJycsICd0cnVlX3ZhbHVlJzogJzEuMDAwJywgJ3NwZWNfbWF0JzogJ0ZhbHNlJ30=
уголок 100 100 8,eydudW1fbWF0JzogJzgzOTAnLCAnbmFtZV9tYXQnOiAn0LrRgNGD0LMgMzIwINC90LXQvNC10YAgMjAg0YXQvSAzINCwJywgJ3RydWVfZWknOiAn0KInLCAndHJ1ZV92YWx1ZSc6ICcyLjAwMCcsICdzcGVjX21hdCc6ICdGYWxzZSd9
шестигранник катанка прутки 3 6,eydudW1fbWF0JzogJzU0ODYnLCAnbmFtZV9tYXQnOiAn0LvQtdC90YLQsCDQvtGGIDEuMiA2NicsICd0cnVlX2VpJzogJ9Ca0JMnLCAndHJ1ZV92YWx1ZSc6ICc1MDAuMDAwJywgJ3NwZWNfbWF0JzogJ0ZhbHNlJ30=
шестигранник катанка в листе 3,eydudW1fbWF0JzogJzU0ODYnLCAnbmFtZV9tYXQnOiAn0LvQtdC90YLQsCDQvtGGIDEuMiA2NicsICd0cnVlX2VpJzogJ9Ca0JMnLCAndHJ1ZV92YWx1ZSc6ICc1MC4wMDAnLCAnc3BlY19tYXQnOiAnRmFsc2UnfQ==
проволока,eydudW1fbWF0JzogJzEwNzk4OCcsICduYW1lX21hdCc6ICfQv9GA0L7QstC+0LvQvtC60LAgZCAwLjkgJywgJ3RydWVfZWknOiAnJywgJ3RydWVfdmFsdWUnOiAnNTAuMDAwJywgJ3NwZWNfbWF0JzogJ0ZhbHNlJ30=
арматура 10 а 3 1.5 тонны,eydudW1fbWF0JzogJzk2MTA1JywgJ25hbWVfbWF0JzogJ9Cw0YDQvNCw0YLRg9GA0LAgMTAgNiDQvCDQsCA1MDAg0YEgMzQwMjggMTYnLCAndHJ1ZV9laSc6ICfQqNCiJywgJ3RydWVfdmFsdWUnOiAnMS4wMDAnLCAnc3BlY19tYXQnOiAnRmFsc2UnfQ==
труба 60 40 4 по 6 для имлайт лайттехник,eydudW1fbWF0JzogJzg2NTAzJywgJ25hbWVfbWF0JzogJ9GC0YDRg9Cx0LAg0L/RgNC+0YTQuNC70YzQvdCw0Y8gNjAgNDAgNCDQvdC10LrQvtC90LQnLCAndHJ1ZV9laSc6ICcnLCAndHJ1ZV92YWx1ZSc6ICczLjAwMCcsICdzcGVjX21hdCc6ICdGYWxzZSd9
арматура а 240 6 секция 1.1 стены подвала 15.05.24 утроid позиции 5444,eydudW1fbWF0JzogJzkzMTk2JywgJ25hbWVfbWF0JzogJ9Cw0YDQvNCw0YLRg9GA0LAg0L7RhiAxNiA2INC8INCwIGkg0YHRgiAzINC/0YHRgdC/IDU3ODEgODInLCAndHJ1ZV9laSc6ICfQoicsICd0cnVlX3ZhbHVlJzogJzAuNjgwJywgJ3NwZWNfbWF0JzogJ0ZhbHNlJ30=
арматура а 500 с 8 секция 1.1 стены подвала 15.05.24 утроid позиции 5445,eydudW1fbWF0JzogJzExNjM4MycsICduYW1lX21hdCc6ICfQsNGA0LzQsNGC0YPRgNCwIDE2INC90LXQvNC10YAg0LAgNTAwINGBIDM0MDI4IDE2JywgJ3RydWVfZWknOiAn0KInLCAndHJ1ZV92YWx1ZSc6ICcxLjUwMCcsICdzcGVjX21hdCc6ICdGYWxzZSd9
арматура а 500 с 12 16.5 секция 1.1 стены подвала 6.5 секция 1.2 фп 1 поставка 15.05.24 утроid позиции 5446,eydudW1fbWF0JzogJzEwMzA3OCcsICduYW1lX21hdCc6ICfQsNGA0LzQsNGC0YPRgNCwIDEyINC90LXQvNC10YAg0LAgNTAwINGBIDM0MDI4IDE2JywgJ3RydWVfZWknOiAn0KInLCAndHJ1ZV92YWx1ZSc6ICcxMC4wMDAnLCAnc3BlY19tYXQnOiAnRmFsc2UnfQ==
арматура а 500 с 16 секция 1.2 фп 1 поставка 15.05.24 id позиции 5447,eydudW1fbWF0JzogJzExODMwOScsICduYW1lX21hdCc6ICfQsNGA0LzQsNGC0YPRgNCwIDE4IDExLjcg0Lwg0LAgNTAwINGB0LUgMzQwMjggMTYnLCAndHJ1ZV9laSc6ICfQoicsICd0cnVlX3ZhbHVlJzogJzEuMTUwJywgJ3NwZWNfbWF0JzogJ0ZhbHNlJ30=
лист 6 09г2с 1.5 3,eydudW1fbWF0JzogJzk4NzQxJywgJ25hbWVfbWF0JzogJ9C70LjRgdGCINC90LvQsyA2IDEuNSAzIDA50LMy0YEgMTUgMTkyODEg0YQnLCAndHJ1ZV9laSc6ICcnLCAndHJ1ZV92YWx1ZSc6ICc3LjAwMCcsICdzcGVjX21hdCc6ICdGYWxzZSd9
лист 20 09г2с 1.5 6,eydudW1fbWF0JzogJzE4OTk2JywgJ25hbWVfbWF0JzogJ9C70LjRgdGCINC90LvQsyAyMCAxLjUgNiAwOdCzMtGBIDE5MjgxJywgJ3RydWVfZWknOiAnJywgJ3RydWVfdmFsdWUnOiAnMS4wMDAnLCAnc3BlY19tYXQnOiAnRmFsc2UnfQ==
труба 100 100,eydudW1fbWF0JzogJzc5MDgnLCAnbmFtZV9tYXQnOiAn0LvQtdC90YLQsCDQvtGGIDAuNTUgMzk2JywgJ3RydWVfZWknOiAnJywgJ3RydWVfdmFsdWUnOiAnMTEwLjAwMCcsICdzcGVjX21hdCc6ICdGYWxzZSd9
уголок 45й,eydudW1fbWF0JzogJzg4MjgnLCAnbmFtZV9tYXQnOiAn0LvQtdC90YLQsCDQvtGGIDIuMCA1Ny42JywgJ3RydWVfZWknOiAnJywgJ3RydWVfdmFsdWUnOiAnNTAuMDAwJywgJ3NwZWNfbWF0JzogJ0ZhbHNlJ30=
труба 50 50,eydudW1fbWF0JzogJzgxNzAnLCAnbmFtZV9tYXQnOiAn0LvQtdC90YLQsCDQvtGGIDAuNjUgMTM3INC90LXQutC+0L3QtNC40YbQuNGPJywgJ3RydWVfZWknOiAnJywgJ3RydWVfdmFsdWUnOiAnMTAuMDAwJywgJ3NwZWNfbWF0JzogJ0ZhbHNlJ30=
профиль 160 160 5 размер 3.6 мм 5,eydudW1fbWF0JzogJzc5OTQnLCAnbmFtZV9tYXQnOiAn0LvQtdC90YLQsCDQvtGGIDAuNyAyMjUnLCAndHJ1ZV9laSc6ICcnLCAndHJ1ZV92YWx1ZSc6ICc1LjAwMCcsICdzcGVjX21hdCc6ICdGYWxzZSd9
профиль 160 1.6 5 размер 3.0 мм,eydudW1fbWF0JzogJzc5OTQnLCAnbmFtZV9tYXQnOiAn0LvQtdC90YLQsCDQvtGGIDAuNyAyMjUnLCAndHJ1ZV9laSc6ICcnLCAndHJ1ZV92YWx1ZSc6ICc1LjAwMCcsICdzcGVjX21hdCc6ICdGYWxzZSd9
профиль 120 120 5 размер 3.4 мм,eydudW1fbWF0JzogJzc5MzEnLCAnbmFtZV9tYXQnOiAn0LvQuNGB0YIg0LPQuiA0NSDRhDIg0YHRgjPQv9GB0YHQvyAxNDYzNycsICd0cnVlX2VpJzogJycsICd0cnVlX3ZhbHVlJzogJzMuMDAwJywgJ3NwZWNfbWF0JzogJ0ZhbHNlJ30=
профиль 60 60 3 размер 2.0 мм,eydudW1fbWF0JzogJzg1NDg3JywgJ25hbWVfbWF0JzogJ9GC0YDRg9Cx0LAg0L/RgNC+0YTQuNC70YzQvdCw0Y8gNjAgNjAgMyA4NjM5MzAyNDUnLCAndHJ1ZV9laSc6ICcnLCAndHJ1ZV92YWx1ZSc6ICc4LjAwMCcsICdzcGVjX21hdCc6ICdGYWxzZSd9
уголок 75 75 6 размер 3.5 мм,eydudW1fbWF0JzogJzkwMDcnLCAnbmFtZV9tYXQnOiAn0LvQuNGB0YIg0LPQuiAxMiAxLjg0NtGB0L/QtdGG0YDQsNGB0LrRgNC+0LkgIDE0NjM3INGEINGB0YIz0L/RgTXRgdC/NScsICd0cnVlX2VpJzogJycsICd0cnVlX3ZhbHVlJzogJzkuMDAwJywgJ3NwZWNfbWF0JzogJ0ZhbHNlJ30=
уголок 50 50 5 размер 3.5,eydudW1fbWF0JzogJzg4ODInLCAnbmFtZV9tYXQnOiAn0LvQuNGB0YIg0L3Qu9CzIDE2IDEuODYuNdGB0L/QtdGG0YDQsNGB0LrRgNC+0LkgMDnQszLRgSAxOTI4MScsICd0cnVlX2VpJzogJycsICd0cnVlX3ZhbHVlJzogJzYuMDAwJywgJ3NwZWNfbWF0JzogJ0ZhbHNlJ30=
балка двухтавр 35 б1 длиной 3.4 мм 10,eydudW1fbWF0JzogJzk1MScsICduYW1lX21hdCc6ICfQsNGA0LzQsNGC0YPRgNCwINGC0LXRgDEyIDEy0LDRgjEwMDAgMTA4ODQgOTQnLCAndHJ1ZV9laSc6ICcnLCAndHJ1ZV92YWx1ZSc6ICcxMC4wMDAnLCAnc3BlY19tYXQnOiAnRmFsc2UnfQ==
швеллер 18 длиной 4.3 10,eydudW1fbWF0JzogJzU5MjInLCAnbmFtZV9tYXQnOiAn0LvQtdC90YLQsCDRhdC6IDEuMCAyNzkgMDjQv9GB0YHQvycsICd0cnVlX2VpJzogJ9Co0KInLCAndHJ1ZV92YWx1ZSc6ICcxMC4wMDAnLCAnc3BlY19tYXQnOiAnRmFsc2UnfQ==
швеллер 18 длиной 4.1 10,eydudW1fbWF0JzogJzU5MjInLCAnbmFtZV9tYXQnOiAn0LvQtdC90YLQsCDRhdC6IDEuMCAyNzkgMDjQv9GB0YHQvycsICd0cnVlX2VpJzogJ9Co0KInLCAndHJ1ZV92YWx1ZSc6ICcxMC4wMDAnLCAnc3BlY19tYXQnOiAnRmFsc2UnfQ==
лист 20 1.0 2.5,eydudW1fbWF0JzogJzE3MDkxJywgJ25hbWVfbWF0JzogJ9C70LjRgdGCINCz0LogMjAgMS41NtGB0YIz0L/RgTXRgdC/NSAxNDYzNycsICd0cnVlX2VpJzogJ9Co0KInLCAndHJ1ZV92YWx1ZSc6ICcxLjAwMCcsICdzcGVjX21hdCc6ICdGYWxzZSd9
лист 10 1.0 1.0,eydudW1fbWF0JzogJzE2NDI4JywgJ25hbWVfbWF0JzogJ9C70LjRgdGCINCz0LogMTAgMS41NtGB0YIz0L/RgTXRgdC/NSAxNDYzNyDRhCcsICd0cnVlX2VpJzogJ9Co0KInLCAndHJ1ZV92YWx1ZSc6ICcxLjAwMCcsICdzcGVjX21hdCc6ICdGYWxzZSd9
лист 6 1.0 2.0,eydudW1fbWF0JzogJzE4NDU5JywgJ25hbWVfbWF0JzogJ9C70LjRgdGCINCz0LogOCAxLjU20YHRgjPQv9GBNdGB0L81IDE0NjM3INGEJywgJ3RydWVfZWknOiAn0KjQoicsICd0cnVlX3ZhbHVlJzogJzEuMDAwJywgJ3NwZWNfbWF0JzogJ0ZhbHNlJ30=
арматура ф 6 длинной 3.0 мм 80,eydudW1fbWF0JzogJzk1Njk2JywgJ25hbWVfbWF0JzogJ9Cw0YDQvNCw0YLRg9GA0LAgNiA20LA1MDAg0YEgMzQwMjggMTYnLCAndHJ1ZV9laSc6ICfQqNCiJywgJ3RydWVfdmFsdWUnOiAnODAuMDAwJywgJ3NwZWNfbWF0JzogJ0ZhbHNlJ30=
арматура ф 10 длинной 3.0 мм 200,eydudW1fbWF0JzogJzk1NjYzJywgJ25hbWVfbWF0JzogJ9Cw0YDQvNCw0YLRg9GA0LAgMTAgMTEuN9CwNTAwINGBIDM0MDI4IDE2JywgJ3RydWVfZWknOiAn0KjQoicsICd0cnVlX3ZhbHVlJzogJzIwMC4wMDAnLCAnc3BlY19tYXQnOiAnRmFsc2UnfQ==
арматура ф 12 длиной 3000мм 517,eydudW1fbWF0JzogJzk1NjY0JywgJ25hbWVfbWF0JzogJ9Cw0YDQvNCw0YLRg9GA0LAgMTIgMTEuN9CwNTAwINGBIDM0MDI4IDE2JywgJ3RydWVfZWknOiAn0KjQoicsICd0cnVlX3ZhbHVlJzogJzUxNy4wMDAnLCAnc3BlY19tYXQnOiAnRmFsc2UnfQ==
